city,state_id,state,county_name,lat,lng,population,density
Highland,IN,Indiana,Lake,41.5485,-87.4587,22316,1234
Sequim,WA,Washington,Clallam,48.0746,-123.0944,22304,466
Prairie Village,KS,Kansas,Johnson,38.9874,-94.6361,22295,1386
Kuna,"ID",Idaho,Ada,43.4869,-116.3986,22292,434
Coralville,IA,Iowa,Johnson,41.699,-91.5967,22290,685
Fort Mill,SC,South Carolina,York,35.0062,-80.9388,22284,441
Rose Hill,VA,Virginia,Fairfax,38.7872,-77.1085,22252,1529
Hudson,OH,Ohio,Summit,41.2399,-81.4408,22237,335
Lutz,FL,Florida,Hillsborough,28.1396,-82.4467,22235,351
Taylors,SC,South Carolina,Greenville,34.9157,-82.3124,22230,812
Roanoke Rapids,NC,North Carolina,Halifax,36.4452,-77.6491,22225,557
Vega Baja,PR,Puerto Rico,Vega Baja,18.441,-66.3993,22211,1376
Raymore,MO,Missouri,Cass,38.8029,-94.4583,22194,494
Ensley,FL,Florida,Escambia,30.5261,-87.2735,22194,703
Fremont,OH,Ohio,Sandusky,41.3536,-83.1148,22191,720
Mukwonago,WI,Wisconsin,Waukesha,42.8566,-88.3269,22185,383
Watertown,SD,South Dakota,Codington,44.9094,-97.1531,22174,472
East Patchogue,NY,New York,Suffolk,40.7704,-72.9817,22172,1028
Lebanon,OR,Oregon,Linn,44.5317,-122.9071,22160,964
Pickerington,OH,Ohio,Fairfield,39.889,-82.7678,22158,868
Lexington,SC,South Carolina,Lexington,33.989,-81.2202,22157,722
Arvin,CA,California,Kern,35.1944,-118.8306,22155,1750
Lino Lakes,MN,Minnesota,Anoka,45.1679,-93.083,22119,302
Augusta,ME,Maine,Kennebec,44.3341,-69.7319,22116,130
Milford,DE,Delaware,Sussex,38.9091,-75.4224,22102,463
Shelbyville,TN,Tennessee,Bedford,35.4987,-86.4516,22101,462
Corinth,TX,Texas,Denton,33.1435,-97.0681,22099,1095
Naples,FL,Florida,Collier,26.1504,-81.7936,22088,693
West Carson,CA,California,Los Angeles,33.8229,-118.2931,22079,3762
Maple Heights,OH,Ohio,Cuyahoga,41.4094,-81.5625,22078,1648
Lealman,FL,Florida,Pinellas,27.8197,-82.6847,22034,2112
Chester,VA,Virginia,Chesterfield,37.3531,-77.4342,22032,644
Gardner,KS,Kansas,Johnson,38.8158,-94.93,22031,826
Union Hill-Novelty Hill,WA,Washington,King,47.6788,-122.0284,21992,350
Hayesville,OR,Oregon,Marion,44.9794,-122.9739,21979,2802
Siloam Springs,AR,Arkansas,Benton,36.1844,-94.5318,21975,580
Piqua,OH,Ohio,Miami,40.1505,-84.2441,21936,707
Fish Hawk,FL,Florida,Hillsborough,27.8511,-82.2164,21929,522
Port Hueneme,CA,California,Ventura,34.1617,-119.2036,21926,1913
Lakeside,CA,California,San Diego,32.856,-116.904,21917,1221
Summit,NJ,New Jersey,Union,40.7154,-74.3647,21897,1410
Secaucus,NJ,New Jersey,Hudson,40.781,-74.0659,21893,1450
Golden Valley,MN,Minnesota,Hennepin,44.9901,-93.3591,21886,828
Jasmine Estates,FL,Florida,Pasco,28.293,-82.6907,21865,2378
Mount Vernon,OH,Ohio,Knox,40.3854,-82.4734,21864,676
Bloomington,CA,California,San Bernardino,34.0601,-117.4013,21847,1389
Camp Springs,MD,Maryland,Prince George's,38.8052,-76.9198,21841,1098
Lennox,CA,California,Los Angeles,33.938,-118.3586,21818,7703
Roselle,NJ,New Jersey,Union,40.6527,-74.2599,21811,3195
Geneva,IL,Illinois,Kane,41.8832,-88.3242,21809,848
Sunny Isles Beach,FL,Florida,Miami-Dade,25.9385,-80.1246,21804,8330
Rancho San Diego,CA,California,San Diego,32.7624,-116.9197,21799,967
Massapequa,NY,New York,Nassau,40.6676,-73.4706,21784,2363
Bloomingdale,IL,Illinois,DuPage,41.9497,-88.0895,21779,1243
Shafter,CA,California,Kern,35.4794,-119.2013,21734,203
Eastmont,WA,Washington,Snohomish,47.8968,-122.1817,21733,1640
Katy,TX,Texas,Harris,29.7904,-95.8353,21729,576
Brownwood,TX,Texas,Brown,31.7127,-98.9767,21729,476
Del City,OK,Oklahoma,Oklahoma,35.4483,-97.4408,21712,1115
Jacksonville,IL,Illinois,Morgan,39.7292,-90.2318,21685,680
North Bay Shore,NY,New York,Suffolk,40.7601,-73.2618,21679,2604
Silverdale,WA,Washington,Kitsap,47.6663,-122.6828,21677,662
Kapolei,HI,Hawaii,Honolulu,21.3403,-158.0665,21674,2022
Allendale,MI,Michigan,Ottawa,42.9851,-85.9509,21672,368
Darien,IL,Illinois,DuPage,41.7447,-87.9823,21628,1346
Perrysburg,OH,Ohio,Wood,41.5377,-83.6413,21626,702
Lewistown,PA,Pennsylvania,Mifflin,40.5964,-77.573,21614,1545
Hamtramck,MI,Michigan,Wayne,42.3954,-83.056,21599,3980
La Porte,IN,Indiana,LaPorte,41.6077,-86.7136,21569,713
Clarksville,IN,Indiana,Clark,38.3221,-85.7673,21558,835
New Castle,IN,Indiana,Henry,39.919,-85.3697,21555,898
Bellview,FL,Florida,Escambia,30.462,-87.312,21515,713
Biddeford,ME,Maine,York,43.4674,-70.4512,21504,275
McNair,VA,Virginia,Fairfax,38.9513,-77.4116,21485,4062
Villa Park,IL,Illinois,DuPage,41.8864,-87.9779,21483,1757
Fernley,NV,Nevada,Lyon,39.5611,-119.1926,21476,67
Elkridge,MD,Maryland,Howard,39.1941,-76.7427,21458,987
Mukilteo,WA,Washington,Snohomish,47.9096,-122.3035,21441,1323
Atoka,TN,Tennessee,Tipton,35.4239,-89.7861,21428,303
Prichard,AL,Alabama,Mobile,30.7735,-88.1301,21428,326
Hays,KS,Kansas,Ellis,38.8815,-99.3218,21421,955
Birmingham,MI,Michigan,Oakland,42.5447,-83.2166,21389,1721
Easley,SC,South Carolina,Pickens,34.819,-82.5828,21364,661
Brambleton,VA,Virginia,Loudoun,38.9802,-77.5323,21358,1433
Mountlake Terrace,WA,Washington,Snohomish,47.7921,-122.3076,21338,2031
Ramona,CA,California,San Diego,33.0474,-116.8767,21323,214
Owosso,MI,Michigan,Shiawassee,42.9955,-84.176,21315,1062
King of Prussia,PA,Pennsylvania,Montgomery,40.0963,-75.382,21313,969
DeBary,FL,Florida,Volusia,28.8815,-81.324,21305,433
Eustis,FL,Florida,Lake,28.856,-81.6781,21303,784
South Euclid,OH,Ohio,Cuyahoga,41.5239,-81.5245,21297,1768
South Holland,IL,Illinois,Cook,41.5977,-87.6022,21296,1136
Palm Valley,FL,Florida,St. Johns,30.2011,-81.3949,21292,675
North Plainfield,NJ,New Jersey,Somerset,40.6209,-74.4386,21289,2927
Ashland,OR,Oregon,Jackson,42.1905,-122.6992,21281,1238
Sapulpa,OK,Oklahoma,Creek,36.0089,-96.1006,21278,348
Duarte,CA,California,Los Angeles,34.161,-117.9504,21271,1224
Marietta,OH,Ohio,Washington,39.4241,-81.4465,21267,611
Battle Ground,WA,Washington,Clark,45.7765,-122.5413,21252,964
Stephenville,TX,Texas,Erath,32.2148,-98.2205,21247,690
Amsterdam,NY,New York,Montgomery,42.942,-74.1907,21241,1168
Oxford,AL,Alabama,Calhoun,33.5967,-85.8687,21225,257
Park Forest,IL,Illinois,Cook,41.4817,-87.6868,21210,1650
Evans,CO,Colorado,Weld,40.366,-104.7389,21205,804
Alexandria,MN,Minnesota,Douglas,45.8777,-95.3766,21204,310
Fort Atkinson,WI,Wisconsin,Jefferson,42.9253,-88.8441,21196,847
Hazel Dell,WA,Washington,Clark,45.6797,-122.6553,21196,1692
Carrboro,NC,North Carolina,Orange,35.926,-79.0878,21190,1263
Bardstown,KY,Kentucky,Nelson,37.8174,-85.4548,21184,420
East Ridge,TN,Tennessee,Hamilton,34.9973,-85.2284,21182,987
Elko,NV,Nevada,Elko,40.8387,-115.7674,21179,442
Covington,WA,Washington,King,47.3668,-122.1044,21175,1378
Gaffney,SC,South Carolina,Cherokee,35.0742,-81.6558,21169,583
Sun Valley,NV,Nevada,Washoe,39.6106,-119.7765,21159,549
Sidney,OH,Ohio,Shelby,40.2891,-84.1667,21148,659
Bonney Lake,WA,Washington,Pierce,47.1791,-122.17,21148,993
Dickinson,TX,Texas,Galveston,29.4546,-95.0583,21129,806
Martha Lake,WA,Washington,Snohomish,47.8479,-122.2327,21129,1791
Bothell West,WA,Washington,Snohomish,47.8056,-122.2401,21115,1965
Arnold,MO,Missouri,Jefferson,38.4296,-90.3733,21091,706
Ballenger Creek,MD,Maryland,Frederick,39.3807,-77.4205,21080,753
Rolla,MO,Missouri,Phelps,37.9458,-91.7608,21059,650
West Pensacola,FL,Florida,Escambia,30.4263,-87.2679,21056,1133
Harvey,LA,Louisiana,Jefferson,29.8876,-90.0666,21054,1253
Johnstown,CO,Colorado,Weld,40.3499,-104.9481,21048,426
Cockeysville,MD,Maryland,Baltimore,39.4793,-76.63,21038,713
Pleasant Prairie,WI,Wisconsin,Kenosha,42.5266,-87.8895,21034,243
Shelbyville,IN,Indiana,Shelby,39.535,-85.7792,21028,602
Sweetwater,FL,Florida,Miami-Dade,25.7786,-80.376,20994,3699
St. Andrews,SC,South Carolina,Richland,34.051,-81.1057,20990,1308
Milwaukie,OR,Oregon,Clackamas,45.4447,-122.6221,20990,1653
Bryant,AR,Arkansas,Saline,34.6152,-92.4914,20968,395
Salmon Creek,WA,Washington,Clark,45.7099,-122.6632,20956,1274
Kill Devil Hills,NC,North Carolina,Dare,36.0167,-75.6699,20951,503
North Salt Lake,UT,Utah,Davis,40.8439,-111.9187,20948,955
Apollo Beach,FL,Florida,Hillsborough,27.7618,-82.4002,20947,408
Guayama,PR,Puerto Rico,Guayama,17.9744,-66.1104,20913,2208
Cornelia,GA,Georgia,Habersham,34.517,-83.531,20913,435
Suwanee,GA,Georgia,Gwinnett,34.0506,-84.0687,20907,742
New Hope,MN,Minnesota,Hennepin,45.0374,-93.3869,20907,1596
Wade Hampton,SC,South Carolina,Greenville,34.8821,-82.3336,20906,906
Green Valley,AZ,Arizona,Pima,31.8436,-111.0174,20902,251
Mill Creek,WA,Washington,Snohomish,47.8631,-122.2037,20897,1737
Universal City,TX,Texas,Bexar,29.5521,-98.3074,20890,1448
Montclair,VA,Virginia,Prince William,38.6111,-77.34,20881,1341
Lorton,VA,Virginia,Fairfax,38.6984,-77.2163,20871,1507
Clemmons,NC,North Carolina,Forsyth,36.0319,-80.3861,20867,678
Rosamond,CA,California,Kern,34.8658,-118.2154,20851,154
Bear,DE,Delaware,New Castle,39.6188,-75.6804,20850,1409
Dyersburg,TN,Tennessee,Dyer,36.0465,-89.3777,20839,363
Oneida,NY,New York,Madison,43.0769,-75.6621,20828,190
Hunters Creek,FL,Florida,Orange,28.3611,-81.4357,20817,1142
Holiday,FL,Florida,Pasco,28.1864,-82.7429,20816,1509
Louisville,CO,Colorado,Boulder,39.9709,-105.1441,20816,1007
Dixon,CA,California,Solano,38.4468,-121.8249,20803,1131
Murray,KY,Kentucky,Calloway,36.6146,-88.3206,20776,642
Golden,CO,Colorado,Jefferson,39.7406,-105.2118,20767,831
Olean,NY,New York,Cattaraugus,42.0819,-78.4321,20755,879
Clifton,CO,Colorado,Mesa,39.0763,-108.4606,20748,1324
Grayslake,IL,Illinois,Lake,42.3402,-88.0338,20725,728
North Bellmore,NY,New York,Nassau,40.6904,-73.539,20718,3052
Palisades Park,NJ,New Jersey,Bergen,40.8472,-73.9967,20715,6455
South Milwaukee,WI,Wisconsin,Milwaukee,42.912,-87.8627,20696,1654
Gardner,MA,Massachusetts,Worcester,42.5845,-71.9867,20683,361
Havelock,NC,North Carolina,Craven,34.9078,-76.8987,20677,448
Lake Ronkonkoma,NY,New York,Suffolk,40.8308,-73.1112,20667,1616
Lebanon,OH,Ohio,Warren,39.4251,-84.2135,20659,622
East Moline,IL,Illinois,Rock Island,41.5199,-90.3879,20645,545
Norwalk,OH,Ohio,Huron,41.2443,-82.6088,20629,734
Yorkville,IL,Illinois,Kendall,41.6562,-88.4507,20613,398
Logansport,IN,Indiana,Cass,40.7472,-86.3519,20608,648
Dublin,GA,Georgia,Laurens,32.5359,-82.928,20583,385
North Ogden,UT,Utah,Weber,41.3123,-111.9585,20582,1066
South El Monte,CA,California,Los Angeles,34.0493,-118.0484,20574,2793
Lynn Haven,FL,Florida,Bay,30.2337,-85.637,20525,758
Ferguson,MO,Missouri,St. Louis,38.749,-90.295,20525,1283
Arlington,WA,Washington,Snohomish,48.1698,-122.1443,20523,815
Willmar,MN,Minnesota,Kandiyohi,45.122,-95.0569,20510,549
Alice,TX,Texas,Jim Wells,27.7556,-98.0653,20510,601
Swansboro,NC,North Carolina,Onslow,34.6958,-77.1368,20507,573
Murphy,TX,Texas,Collin,33.0186,-96.6105,20500,1392
Culpeper,VA,Virginia,Culpeper,38.4705,-78.0001,20485,1002
Ozark,MO,Missouri,Christian,37.0361,-93.2155,20482,706
American Canyon,CA,California,Napa,38.1796,-122.2583,20475,1298
Papillion,NE,Nebraska,Sarpy,41.1516,-96.0679,20471,800
The Dalles,OR,Oregon,Wasco,45.6053,-121.1818,20442,913
Columbia Heights,MN,Minnesota,Anoka,45.0484,-93.2472,20427,2327
Barre,VT,Vermont,Washington,44.1997,-72.5083,20421,834
Amherst Center,MA,Massachusetts,Hampshire,42.3757,-72.5188,20409,1594
Crest Hill,IL,Illinois,Will,41.5723,-88.1124,20376,872
Punta Gorda,FL,Florida,Charlotte,26.8933,-82.0516,20369,506
Neabsco,VA,Virginia,Prince William,38.6083,-77.2847,20364,1706
Newton,KS,Kansas,Harvey,38.0368,-97.3451,20361,502
Poplar Bluff,MO,Missouri,Butler,36.7632,-90.4136,20359,497
Ennis,TX,Texas,Ellis,32.3255,-96.635,20357,242
Tukwila,WA,Washington,King,47.4749,-122.2727,20347,855
Prunedale,CA,California,Monterey,36.8064,-121.6555,20327,170
Lomita,CA,California,Los Angeles,33.7933,-118.3175,20320,4103
Payson,UT,Utah,Utah,40.036,-111.7395,20303,620
Mountain Brook,AL,Alabama,Jefferson,33.4871,-86.74,20297,611
Glassboro,NJ,New Jersey,Gloucester,39.7014,-75.1113,20288,840
Bayshore Gardens,FL,Florida,Manatee,27.4345,-82.5794,20287,2225
Ashland,OH,Ohio,Ashland,40.8668,-82.3156,20275,693
Shelton,WA,Washington,Mason,47.2186,-123.112,20264,708
Shenandoah,LA,Louisiana,East Baton Rouge,30.4019,-91.002,20252,1261
Cherry Hill,VA,Virginia,Prince William,38.5696,-77.2895,20241,1001
Henderson,NC,North Carolina,Vance,36.3259,-78.4155,20238,676
Linda,CA,California,Yuba,39.1241,-121.5421,20228,909
Agoura Hills,CA,California,Los Angeles,34.151,-118.7608,20222,1000
East Hemet,CA,California,Riverside,33.7301,-116.941,20211,1500
Libertyville,IL,Illinois,Lake,42.287,-87.967,20205,885
Durango,CO,Colorado,La Plata,37.2659,-107.8782,20203,498
East Northport,NY,New York,Suffolk,40.8792,-73.3232,20190,1509
Howard,WI,Wisconsin,Brown,44.5703,-88.092,20177,422
Monmouth,OR,Oregon,Polk,44.8505,-123.2283,20172,1880
Ypsilanti,MI,Michigan,Washtenaw,42.2437,-83.6205,20171,1842
Mokena,IL,Illinois,Will,41.5327,-87.8779,20159,884
Pleasantville,NJ,New Jersey,Atlantic,39.39,-74.5169,20149,1359
Affton,MO,Missouri,St. Louis,38.5499,-90.3264,20148,1702
Bartow,FL,Florida,Polk,27.8868,-81.8213,20147,168
Ashland,KY,Kentucky,Boyd,38.4592,-82.6449,20146,724
Mead Valley,CA,California,Riverside,33.8333,-117.2852,20145,407
Miamisburg,OH,Ohio,Montgomery,39.6323,-84.2725,20143,637
Merrick,NY,New York,Nassau,40.6515,-73.5535,20130,1952
Charleston,IL,Illinois,Coles,39.4842,-88.1781,20117,874
Germantown,WI,Wisconsin,Washington,43.2343,-88.1217,20116,225
Escanaba,MI,Michigan,Delta,45.7477,-87.09,20094,368
Selden,NY,New York,Suffolk,40.8699,-73.0462,20093,1795
Bayou Cane,LA,Louisiana,Terrebonne,29.6244,-90.751,20093,1020
Mililani Mauka,HI,Hawaii,Honolulu,21.4756,-157.9947,20090,1949
Snellville,GA,Georgia,Gwinnett,33.8563,-84.0038,20077,740
Sulphur,LA,Louisiana,Calcasieu,30.2286,-93.3565,20065,690
Harrison,NJ,New Jersey,Hudson,40.7431,-74.1531,20061,6395
South St. Paul,MN,Minnesota,Dakota,44.8876,-93.0411,20060,1377
Oregon,OH,Ohio,Lucas,41.6528,-83.4322,20055,271
Middleton,WI,Wisconsin,Dane,43.1065,-89.5058,20034,866
Ferndale,MI,Michigan,Oakland,42.4592,-83.1314,20033,1995
West Chester,PA,Pennsylvania,Chester,39.9601,-75.6058,20029,4188
Forest Park,GA,Georgia,Clayton,33.6209,-84.359,20020,830
La Canada Flintridge,CA,California,Los Angeles,34.2097,-118.2002,20009,895
Hauppauge,NY,New York,Suffolk,40.8217,-73.2119,20005,720
Safford,AZ,Arizona,Graham,32.8317,-109.7005,19987,450
Rocky River,OH,Ohio,Cuyahoga,41.4703,-81.8526,19986,1629
South San Jose Hills,CA,California,Los Angeles,34.0123,-117.9041,19977,5115
Elmwood Park,NJ,New Jersey,Bergen,40.905,-74.1201,19966,2916
El Reno,OK,Oklahoma,Canadian,35.543,-97.966,19965,97
Saco,ME,Maine,York,43.539,-70.4624,19964,200
Fairwood,WA,Washington,King,47.4467,-122.143,19962,1628
Greenwood,MS,Mississippi,Leflore,33.5126,-90.1993,19961,424
West St. Paul,MN,Minnesota,Dakota,44.9018,-93.0858,19961,1570
Valley,AL,Alabama,Chambers,32.8088,-85.1809,19926,275
Orinda,CA,California,Contra Costa,37.8808,-122.1791,19926,598
Helena,AL,Alabama,Shelby,33.2845,-86.8756,19925,377
Cullman,AL,Alabama,Cullman,34.1777,-86.8407,19920,283
Alamo,TX,Texas,Hidalgo,26.1811,-98.1177,19910,1023
Sand Springs,OK,Oklahoma,Tulsa,36.1342,-96.1284,19905,396
Vernal,UT,Utah,Uintah,40.4517,-109.5379,19893,871
Laurinburg,NC,North Carolina,Scotland,34.7597,-79.4781,19889,462
Painesville,OH,Ohio,Lake,41.724,-81.2536,19886,1124
Sherwood,OR,Oregon,Washington,45.3593,-122.8433,19879,1723
Lake Zurich,IL,Illinois,Lake,42.1955,-88.087,19877,1122
West Hempstead,NY,New York,Nassau,40.6959,-73.6507,19864,2887
Rosedale,MD,Maryland,Baltimore,39.3266,-76.5084,19842,1111
Ottawa,IL,Illinois,LaSalle,41.3532,-88.8306,19839,545
Meadowbrook,VA,Virginia,Chesterfield,37.4301,-77.474,19811,938
Casa de Oro-Mount Helix,CA,California,San Diego,32.764,-116.9687,19804,1116
Lake Shore,MD,Maryland,Anne Arundel,39.1029,-76.4876,19791,569
Parma Heights,OH,Ohio,Cuyahoga,41.3865,-81.7637,19790,1823
Old Jamestown,MO,Missouri,St. Louis,38.8394,-90.2847,19777,511
Norwood,OH,Ohio,Hamilton,39.1605,-84.4535,19776,2429
Monroe,WA,Washington,Snohomish,47.8595,-121.9852,19776,1252
Selma,AL,Alabama,Dallas,32.4166,-87.0336,19775,481
Makakilo,HI,Hawaii,Honolulu,21.3591,-158.0813,19775,2000
Tahlequah,OK,Oklahoma,Cherokee,35.9116,-94.9773,19773,520
Brockport,NY,New York,Monroe,43.2137,-77.9404,19764,1449
Rockport,TX,Texas,Aransas,28.029,-97.0722,19743,247
Mesquite,NV,Nevada,Clark,36.8035,-114.1325,19726,241
Franconia,VA,Virginia,Fairfax,38.7682,-77.1587,19720,2188
Front Royal,VA,Virginia,Warren,38.926,-78.1838,19719,574
West Mifflin,PA,Pennsylvania,Allegheny,40.3581,-79.9072,19699,535
Albany,CA,California,Alameda,37.8898,-122.3018,19696,4250
La Crescenta-Montrose,CA,California,Los Angeles,34.2322,-118.2353,19689,2217
Somerton,AZ,Arizona,Yuma,32.6009,-114.699,19684,861
Blythe,CA,California,Riverside,33.622,-114.6188,19682,285
Horizon City,TX,Texas,El Paso,31.6799,-106.1903,19642,870
Montgomery,IL,Illinois,Kane,41.7237,-88.3631,19638,818
Stillwater,MN,Minnesota,Washington,45.0573,-92.8313,19627,941
Eloy,AZ,Arizona,Pinal,32.747,-111.5991,19625,66
Brigham City,UT,Utah,Box Elder,41.5034,-112.0454,19601,308
Murrysville,PA,Pennsylvania,Westmoreland,40.4456,-79.6555,19590,205
Brainerd,MN,Minnesota,Crow Wing,46.3553,-94.1982,19583,426
Rio Rico,AZ,Arizona,Santa Cruz,31.4957,-110.9886,19581,121
Central Falls,RI,Rhode Island,Providence,41.89,-71.3934,19568,6320
Haslett,MI,Michigan,Ingham,42.7525,-84.402,19565,490
Tullahoma,TN,Tennessee,Coffee,35.3721,-86.2173,19555,322
Baldwin,PA,Pennsylvania,Allegheny,40.369,-79.9668,19554,1307
Anna,TX,Texas,Collin,33.347,-96.5503,19541,360
Danville,KY,Kentucky,Boyle,37.6418,-84.7777,19529,376
Langley Park,MD,Maryland,Prince George's,38.9897,-76.9808,19520,7580
South Burlington,VT,Vermont,Chittenden,44.4622,-73.2203,19509,456
North Liberty,IA,Iowa,Johnson,41.7438,-91.611,19501,835
Lake Butler,FL,Florida,Orange,28.4868,-81.5453,19499,660
Schofield Barracks,HI,Hawaii,Honolulu,21.4936,-158.0617,19499,2716
Vincennes,IN,Indiana,Knox,38.676,-87.5102,19498,878
Sienna Plantation,TX,Texas,Fort Bend,29.4834,-95.5065,19486,581
Holtsville,NY,New York,Suffolk,40.8124,-73.0447,19479,1057
Abbeville,LA,Louisiana,Vermilion,29.975,-92.1265,19470,768
Bourbonnais,IL,Illinois,Kankakee,41.183,-87.878,19462,793
Syosset,NY,New York,Nassau,40.8156,-73.502,19453,1509
Matteson,IL,Illinois,Cook,41.5095,-87.7468,19448,807
Lynbrook,NY,New York,Nassau,40.6579,-73.6742,19448,3730
Lake Forest,IL,Illinois,Lake,42.238,-87.8596,19446,436
Angleton,TX,Texas,Brazoria,29.1718,-95.4291,19431,645
Castaic,CA,California,Los Angeles,34.4818,-118.6317,19400,1031
Canby,OR,Oregon,Clackamas,45.2653,-122.6866,19393,1545
Wendell,NC,North Carolina,Wake,35.7823,-78.3962,19382,600
Frankfort,IL,Illinois,Will,41.4887,-87.8361,19373,464
Laconia,NH,New Hampshire,Belknap,43.5724,-71.4775,19371,322
Silverthorne,CO,Colorado,Summit,39.656,-106.0867,19344,467
Altamont,OR,Oregon,Klamath,42.1981,-121.7249,19341,920
Sheridan,WY,Wyoming,Sheridan,44.7962,-106.9643,19320,546
Hermosa Beach,CA,California,Los Angeles,33.8654,-118.3966,19320,5231
Durant,OK,Oklahoma,Bryan,33.9957,-96.3938,19315,270
Sylvania,OH,Ohio,Lucas,41.71,-83.7091,19311,1123
Corning,NY,New York,Steuben,42.147,-77.0561,19296,1319
Arbutus,MD,Maryland,Baltimore,39.2428,-76.6922,19292,1141
White Oak,OH,Ohio,Hamilton,39.2106,-84.6061,19271,1196
Morristown,NJ,New Jersey,Morris,40.7966,-74.4772,19261,2556
Pinole,CA,California,Contra Costa,37.9931,-122.2834,19250,1456
Erlanger,KY,Kentucky,Kenton,39.0109,-84.5864,19246,888
Altoona,IA,Iowa,Polk,41.6481,-93.4784,19221,680
Bethany,OK,Oklahoma,Oklahoma,35.5072,-97.6417,19221,1419
Sherrelwood,CO,Colorado,Adams,39.839,-105.0014,19208,3053
Mineola,NY,New York,Nassau,40.7469,-73.6392,19207,3945
Carlisle,PA,Pennsylvania,Cumberland,40.1999,-77.2042,19198,1339
Stevenson Ranch,CA,California,Los Angeles,34.3894,-118.5885,19179,1165
Highland,UT,Utah,Utah,40.4275,-111.7955,19175,856
Liberal,KS,Kansas,Seward,37.0466,-100.9295,19174,647
Cameron Park,CA,California,El Dorado,38.6737,-120.9872,19171,659
Pinecrest,FL,Florida,Miami-Dade,25.665,-80.3042,19155,992
Evergreen Park,IL,Illinois,Cook,41.7213,-87.7013,19147,2337
Tiffin,OH,Ohio,Seneca,41.1165,-83.1805,19130,988
Mount Airy,NC,North Carolina,Surry,36.5083,-80.6154,19119,337
Broadview Heights,OH,Ohio,Cuyahoga,41.3195,-81.6782,19102,565
Westbrook,ME,Maine,Cumberland,43.6954,-70.3539,19074,428
Red Bluff,CA,California,Tehama,40.1735,-122.2413,19039,742
Arcadia,FL,Florida,DeSoto,27.2213,-81.8587,19038,743
White Oak,MD,Maryland,Montgomery,39.0433,-76.9906,19020,1942
Fox Crossing,WI,Wisconsin,Winnebago,44.2229,-88.4763,19012,598
McKeesport,PA,Pennsylvania,Allegheny,40.3419,-79.8439,19009,1454
Bellaire,TX,Texas,Harris,29.704,-95.4622,18971,2036
Troy,AL,Alabama,Pike,31.8021,-85.9665,18957,258
Onalaska,WI,Wisconsin,La Crosse,43.8881,-91.2074,18943,713
Lexington,NC,North Carolina,Davidson,35.8017,-80.2682,18933,406
Springboro,OH,Ohio,Warren,39.5612,-84.2348,18931,783
Whitehall,OH,Ohio,Franklin,39.9682,-82.8833,18926,1384
Sartell,MN,Minnesota,Stearns,45.6187,-94.2207,18926,726
Badger,AK,Alaska,Fairbanks North Star,64.8006,-147.3877,18911,111
Five Corners,WA,Washington,Clark,45.6883,-122.5738,18908,1254
McAlester,OK,Oklahoma,Pittsburg,34.9262,-95.7698,18896,424
La Follette,TN,Tennessee,Campbell,36.3718,-84.1256,18884,525
Terrell,TX,Texas,Kaufman,32.7341,-96.2939,18869,320
Natchitoches,LA,Louisiana,Natchitoches,31.7317,-93.0979,18859,297
Twinsburg,OH,Ohio,Summit,41.322,-81.4451,18856,529
Central Point,OR,Oregon,Jackson,42.3765,-122.911,18848,1850
Seminole,FL,Florida,Pinellas,27.8435,-82.7839,18838,1407
Coldwater,MI,Michigan,Branch,41.9465,-84.9989,18832,488
St. John,IN,Indiana,Lake,41.4431,-87.47,18796,583
Point Pleasant,NJ,New Jersey,Ocean,40.0772,-74.0702,18772,2075
Grandview,WA,Washington,Yakima,46.2444,-119.9091,18772,665
Marshfield,WI,Wisconsin,Wood,44.6627,-90.1728,18764,522
Hawthorne,NJ,New Jersey,Passaic,40.9579,-74.1581,18753,2181
Cimarron Hills,CO,Colorado,El Paso,38.8597,-104.6995,18727,1217
Alsip,IL,Illinois,Cook,41.6701,-87.7368,18709,1107
Avon,IN,Indiana,Hendricks,39.7603,-86.3917,18706,385
Homewood,IL,Illinois,Cook,41.5591,-87.661,18703,1384
Port Isabel,TX,Texas,Cameron,26.054,-97.2505,18686,355
Bellwood,IL,Illinois,Cook,41.8829,-87.8762,18672,3006
Marinette,WI,Wisconsin,Marinette,45.087,-87.6328,18671,580
Bay City,TX,Texas,Matagorda,28.9838,-95.9601,18661,730
North Valley Stream,NY,New York,Nassau,40.684,-73.7077,18661,3863
Ansonia,CT,Connecticut,New Haven,41.3443,-73.0689,18654,1196
Deerfield,IL,Illinois,Lake,42.1654,-87.8516,18646,1301
Westminster,MD,Maryland,Carroll,39.5796,-77.0066,18640,1077
Creve Coeur,MO,Missouri,St. Louis,38.6621,-90.443,18622,699
Seabrook,MD,Maryland,Prince George's,38.9802,-76.8502,18616,2335
Berea,OH,Ohio,Cuyahoga,41.3696,-81.8642,18609,1269
Cocoa,FL,Florida,Brevard,28.382,-80.7674,18603,538
Moultrie,GA,Georgia,Colquitt,31.1591,-83.7708,18602,329
Avenel,NJ,New Jersey,Middlesex,40.5839,-74.272,18592,2062
Forest Park,OH,Ohio,Hamilton,39.2861,-84.5259,18583,1112
Sudley,VA,Virginia,Prince William,38.7878,-77.4961,18575,2601
Anacortes,WA,Washington,Skagit,48.4878,-122.6292,18563,578
Winthrop,MA,Massachusetts,Suffolk,42.3751,-70.9847,18544,3597
Rancho Mirage,CA,California,Riverside,33.7634,-116.4271,18528,282
